Id;Ecole;Commune;Langue;Sector;Course;Level;Degree;Mode;Price;Price_id;Duration;Duration_id
672;91;6621;Français;259;MAS en Direction et stratégie d'institutions éducatives,  sociales et socio-sanitaires;1;193;4;24400;1;36;4
673;92;5586;Anglais;187;EMBA Hospitality administration;1;186;4;50000;1;13;4
674;90;6248;Français;267;EMBA Innovation touristique;1;186;4;18500;1;20;4
675;90;2196;Français, Anglais;236;EMBA Integrated management;1;186;4;27000;1;18;4
677;90;5586;Français;254;Action communautaire et promotion de la santé;1;180;4;13700;1;24;4
678;90;6248;Français;254;DAS en physiothérapie du sport;1;180;4;13700;1;24;4
679;90;5586;Français;254;DAS Santé des populations vieillissantes;1;180;4;0;4;30;4
680;90;6248;Français;254;DAS Soins urgents, soins aigus;1;180;4;16200;1;24;4
681;91;6621;Français;255;DAS en gestion et direction d'institutions éducatives,  sociales et socio-sanitaires;1;180;4;16900;1;24;4
682;90;6621;Français;259;DAS en conseil conjugal;1;180;4;9200;1;24;4
683;91;6621;Français;259;DAS en intervention systémique dans l'action sociale;1;180;4;11700;1;24;4
684;90;6621;Français;259;DAS en Médiation de conflits,  spécialisation dans le champ familial;1;180;4;11600;1;36;4
685;90;6621;Français;259;DAS en protection de l'enfance et de l'adolescence;1;180;4;6075;1;24;4
686;90;6621;Français;259;DAS en santé sexuelle;1;180;4;13000;1;24;4
687;90;6621;Français;259;DAS dans l'action sociale, éducative, psychosociale et de la santé;1;180;4;12200;1;24;4
688;90;6621;Français;209;CAS Visible ou invisible;1;169;4;4500;1;12;4
689;90;6621;Français;237;Entrepreneurship and Self marketing for young designers;1;169;4;3600;1;4;4
690;90;2196;Français;219;CAS Analyse énergétique des batiments;1;169;4;5500;1;0;6
691;90;2196;Français;219;CAS Cité de l'énergie;1;169;4;5500;1;0;6
692;97;6621;Français;270;CAS Espace public urbain, mobilité douce;1;169;4;6200;1;6;4
693;90;5586;Français;226;CAS en expertise technique dans l'immobilier;1;169;4;5000;1;9;4
694;90;2196;Français;204;CAS Génie parasismique;1;169;4;5000;1;12;4
695;90;2196;Français;204;CAS Management de projets de construction;1;169;4;7700;1;12;4
696;90;5586;Français;267;CAS Mobilité de loisirs, touristique, événementielle;1;169;4;4000;1;6;4
697;90;5586;Français;270;CAS Planification et gestion de la mobilité;1;169;4;6000;1;6;4
698;90;5586;Français;270;CAS Espace public et mobilités douces;1;169;4;6000;1;6;4
699;90;5586;Français;269;CAS Transports collectifs;1;169;4;6000;1;6;4
700;90;5586;Français;270;CAS Services et technoogies pour la mobilité durable;1;169;4;4000;1;6;4
701;90;2196;Français;231;CAS Qualité de l'air intérieur;1;169;4;7800;1;0;6
702;90;6458;Français;230;CAS Introduction à la programmation de logiciels libres;1;169;4;5500;1;6;4
703;90;6458;Français;230;CAS Développement d'applications Web;1;169;4;5500;1;6;4
704;90;6458;Français;230;CAS Développement d'applications riches;1;169;4;5500;1;6;4
705;90;6458;Français;230;CAS Génie logiciel et méthodes agiles;1;169;4;5500;1;6;4
706;95;5938;Français;231;CAS IT Interceptor;1;169;4;15500;1;6;4
707;90;2196;Français;219;CAS Efficience énergétique industrielle;1;169;4;6000;1;12;4
708;90;2196;Français;219;CAS Energie électrique - Gestion du réseau;1;169;4;12200;1;12;4
709;90;2196;Français;231;CAS Génie ferroviaire - Installations de sécurité;1;169;4;12200;1;12;4
710;90;2196;Français;231;CAS Génie ferroviaire - Installations électriques;1;169;4;5700;1;12;4
711;90;2196;Français, Allemand;231;CAS Génie ferroviaire - Voies ferrées;1;169;4;4800;1;0;6
712;90;6266;Français;255;CAS en arts et techniques hypnotiques dans la santé  et le travail social;1;169;4;6100;1;18;4
713;90;6266;Français;254;CAS douleur et approches interdisciplinaires;1;169;4;5700;1;12;4
714;90;6266;Français;254;CAS Psychiatrie;1;169;4;5700;1;12;4
715;90;6266;Français;255;CAS Psychiatrie de la personne âgée / Psychogériatrie;1;169;4;5700;1;12;4
716;90;6266;Français;255;CAS Qualité des soins et conseils;1;169;4;6100;1;12;4
717;90;6266;Français;254;CAS Réhabilitation du sportif;1;169;4;5800;1;12;4
718;90;6266;Français;254;CAS en soins continus;1;169;4;6300;1;12;4
719;90;5586;Français;254;CAS Evaluation clinique infirmière;1;169;4;6500;1;0;6
720;90;5586;Français;255;CAS Aspects et soins médico-légaux  dans le domaine de la violence interpersonnelle;1;169;4;4400;1;0;6
721;90;5586;Français;254;CAS Intégration des savoirs scientifiques  dans les pratiques professionnelles de la santé;1;169;4;6000;1;18;4
722;90;5586;Français;254;CAS Interventions spécifiques de l'infirmier de santé au travail;1;169;4;6500;1;12;4
723;90;5586;Français;255;CAS Leadership éthique et responsabilité professionnelle  dans les organisations de soins;1;169;4;4400;1;12;4
724;90;5586;Français;254;CAS Liaison et orientation dans les réseaux de soins;1;169;4;6000;1;0;6
725;90;6621;Français;236;CAS en médiation de conflits;1;169;4;5400;1;10;4
726;90;5586;Français;255;CAS Migration et sociétés plurielles;1;169;4;4900;1;0;6
727;98;5586;Français;254;CAS en neuroréhabilitation;1;169;4;6500;1;12;4
728;98;5586;Français;254;CAS en physiothérapie cardiorespiratoire;1;169;4;6500;1;12;4
729;98;5586;Français;254;CAS en Pratique de l'endoscopie;1;169;4;6500;1;12;4
730;98;5586;Français;254;CAS en Pratique de l'imagerie médicale: nouvelles technologies  et dynamique de l'information;1;169;4;5250;1;0;6
731;98;5586;Français;255;CAS en Santé materno-infantile dans les crises humanitaires;1;169;4;4500;1;12;4
732;98;5586;Français;254;CAS en soins à l'enfant en milieu hospitalier;1;169;4;4700;1;12;4
733;98;5586;Français;254;CAS en soins aux nouveaux-nés à risque;1;169;4;6500;1;0;6
734;98;5586;Français;254;CAS en soins aux personnes à insuffisance rénale;1;169;4;6500;1;10;4
735;98;5586;Français;254;CAS en utilisation de la simulation dans le domaine de la santé;1;169;4;6500;1;12;4
736;93;2196;Français;254;CAS HES-SO en psychogériatrie;1;169;4;0;4;18;4
737;93;2196;Français;254;CAS HES-SO en gestion de la douleur selon la théorie  de gestion des symptômes;1;169;4;4900;1;12;4
738;93;2196;Français;254;CAS HES-SO en soins de cardiologie;1;169;4;6700;1;18;4
739;90;6248;Français;198;CAS en job coaching et placement d'actifs;1;169;4;6000;1;0;6
740;90;5938;Français;259;CAS Acteurs et systèmes;1;169;4;6800;1;6;4
741;90;5938;Français;259;CAS Pilotage et performance;1;169;4;6800;1;6;4
742;90;5938;Français;236;CAS Ressources et développement;1;169;4;6800;1;6;4
743;90;5938;Français;236;CAS Leadership et grands challenges;1;169;4;8000;1;6;4
744;90;5938;Français;236;CAS The organisation - the living system;1;169;4;8000;1;6;4
745;90;5938;Français;198;CAS Communication & coaching;1;169;4;8000;1;6;4
746;90;5938;Français;236;CAS Entrainement au leadership;1;169;4;7800;1;8;4
747;100;5586;Français;190;Animation et médiation théâtrale;1;169;4;7000;1;18;4
748;100;5586;Français;190;Dramaturgie;1;169;4;3000;1;10;4
749;96;5586;Français;190;CAS Coprofessionnalisant en éducation musicale d'inspiration Willems;1;169;4;12000;1;24;4
750;96;5586;Français;190;CAS en perfectionnement instrument et/ou vocal;1;169;4;6000;1;12;4
751;96;5586;Français;190;DAS en direction des écoles de musique;1;169;4;12000;1;12;4
752;99;5586;Français;259;CAS Aide et conseils aux victimes d'infraction;1;169;4;1700;1;8;4
753;99;6621;Français;259;CAS en approche centrée sur la solution;1;169;4;5000;1;12;4
754;99;6621;Français;259;CAS en protection de l'enfance et de l'adolescence;1;169;4;5325;1;12;4
755;99;5586;Français;259;CAS Santé sexuelle : approches de prévention et promotion;1;169;4;5200;1;12;4
756;99;6621;Français;259;CAS Spécialisation en gestion des dettes;1;169;4;5500;1;10;4
757;101;6621;Français;259;Approche centrée sur la solution, un nouveau paradigme pour les relations d'aide;2;202;2;750;1;3;3
758;101;6621;Français;259;Introduction à l'intelligence collective et  à l'intervention communautaire;2;202;2;750;1;3;3
759;101;6621;Français;259;Le soutien à la parentalité à l'épreuve du quotidien;2;202;2;500;1;2;3
760;101;6621;Français;259;Santé sexuelle et droits sexuels;2;202;2;500;1;2;3
761;101;6621;Français;259;Danser la relation;2;202;2;250;1;1;3
762;101;6621;Français;259;Surmonter les conflits et les crises : comment en sortir?;2;202;2;750;1;3;3
763;101;6621;Français;259;Insertion professionnelle approche collective;2;202;2;750;1;3;3
764;101;6621;Français;259;L'animation d'espaces d'écoute, de parole et de liens I;2;202;2;750;1;3;3
765;101;6621;Français;259;Asile: rôle et fonctionnement des institutions suisses;2;202;2;250;1;1;3
766;101;6621;Français;259;Analyse de situation et mise en place d'un projet;2;202;2;250;1;1;3
767;101;6621;Français;259;Diversité et genres : quelles articulations?;2;202;2;250;1;1;3
768;101;6621;Français;259;Migrations dans le travail du sexe ;2;202;2;250;1;1;3
769;101;2196;Français;259;Aide aux victimes de la traite humaine;2;202;2;250;1;1;3
770;101;6621;Français;259;La systémique pour mieux intervenir;2;202;2;750;1;3;3
771;101;6621;Français;259;Approche centrée sur la solution, un nouveau paradigme pour les relations d'aide;2;202;2;750;1;3;3
772;101;6621;Français;259;Relations éducatives au sein et autour de l'école;2;202;2;500;1;2;3
773;101;6621;Français;259;Représentations et rapport à l'argent dans le travail social;2;202;2;500;1;2;3
774;101;6621;Français;259;Les techniques d'impact pour concilier interventions  socio-éducatives et créativité;2;202;2;250;1;1;3
775;101;6621;Français;259;Le nouveau droit de la protection de l'adulte;2;202;2;500;1;2;3
776;101;6621;Français;259;Aider par la parole: améliorer sa posture et ses outils;2;202;2;750;1;3;3
777;101;6621;Français;259;Budget et gestion de dettes: outils à l'intervention professionnelle;2;202;2;750;1;3;3
779;101;6621;Français;259;Dynamiques relationnelles en classe, avec les parents;2;202;2;750;1;2;3
780;101;6621;Français;259;Analyse de pratique et supervision: similitudes et différences;2;202;2;500;1;2;3
781;101;6621;Français;259;Initiation au montage vidéo;2;202;2;1000;1;4;3
782;101;6621;Français;259;Atelier d'initiation à l'usage de l'autohypnose;2;202;2;500;1;2;3
783;101;6621;Français;259;Analyse de sa pratique professionnelle;2;202;2;750;1;3;3
784;101;6621;Français;259;Créativité de l'agir professionnel;2;202;2;750;1;3;3
785;101;6621;Français;259;Projets intergénérationnels: échanges de bonnes pratiques;2;202;2;250;1;1;3
786;101;6621;Français;259;Prévention, sécurité et travail en réseau;2;202;2;375;1;1.5;3
787;101;6621;Français;259;"Publiquement intime": comprendre les usages adolescents  des médias sociaux;2;202;2;500;1;2;3
788;101;6621;Français;259;Bien et maltraitance en milieu institutionnel;2;202;2;500;1;2;3
789;101;6621;Français;259;Se mettre en scène dans le jeu professionnel et social;2;202;2;500;1;2;3
790;101;6621;Français;259;La communication constructive - L'art de mieux communiquer;2;202;2;750;1;3;3
791;101;6621;Français;259;Les adolescents et la mort comprendre et agir;2;202;2;500;1;2;3
792;101;6621;Français;259;Prise de risque ou risque zéro?;2;202;2;500;1;2;3
793;101;6621;Français;259;Animation et culture, réflexions sur l'animation centres culturels;2;202;2;750;1;3;3
794;101;6621;Français;259;Sensibilisation à l'approche interactionnelle de palo alto;2;202;2;500;1;2;3
795;101;6621;Français;259;Le cycle du développement de l'autonomie en analyse transactionnelle;2;202;2;750;1;3;3
796;101;6621;Français;259;L'animation d'espaces d'écoute, de parole et de liens II;2;202;2;750;1;3;3
797;101;6621;Français;259;Pour mieux prendre soin d'autrui, prenez soin de vous;2;202;2;750;1;3;3
798;101;6621;Français;259;Rapport à l'argent et gestion de dettes;2;202;2;750;1;3;3
799;101;6621;Français;259;L'état de présence dans la relation;2;202;2;500;1;2;3
800;101;6621;Français;259;L'approfondissement en éthique u travail social;2;202;2;250;1;1;3
801;101;6621;Français;259;Vers une esquisse de dialogue entre psychanalyse et neurosciences;2;202;2;500;1;2;3
802;101;6621;Français;259;Limites et pièges dans la relation d'aide;2;202;2;750;1;3;3
803;101;6621;Français;250;Trouble de l'acquisition de la coordination ou dyspraxie développementale : approche théorico clinique;2;202;2;250;1;1;3
804;101;6621;Français;250;La batterie d'évaluations des fonctions neuropsychomotices de l'enfant;2;202;2;500;1;2;3
805;101;6621;Français;259;Travailler professionnellement avec ses émotions;2;202;2;750;1;3;3
806;101;6621;Français;246;Animation, manipulation, création de scénarios de marionnettes;2;202;2;1010;1;4;3
807;101;6621;Français;259;Comment travailler la conscience avec les enfants grâce à la  prise en compte de leurs émotions?;2;202;2;500;1;2;3
808;101;6621;Français;259;Le droit de la famille en cas de séparation;2;202;2;375;1;1.5;3
809;101;6621;Français;246;Construire des ateliers gourmands pour tout-petits;2;202;2;560;1;2;3
810;101;6621;Français;241;Avec la musique dans un groupe, tout se joue!;2;202;2;775;1;3;3
811;101;6621;Français;241;Ne tournons pas seulement en rond - Danser (2 à 4 ans);2;202;2;750;1;3;3
812;101;6621;Français;259;Intervision entre cadres: un espace pour développer l'intelligence collective;2;202;2;500;1;2;3
813;101;6621;Français;241;Chantons au rythme des saisons;2;202;2;500;1;2;3
814;101;6621;Français;210;Comment gérer mon énergie tout au long de la journée;2;202;2;500;1;2;3
815;101;6621;Français;259;La poupée de Timothée et le camion de Lison - dépasser les  stéréotypes du genre;2;202;2;500;1;2;3
816;101;6621;Français;246;La prise de risque en IPE;2;202;2;250;1;1;3
817;101;6621;Français;246;Pourquoi et comment intégrer des activités de détente pour 0-4 ans;2;202;2;750;1;3;3
818;101;6621;Français;246;Le bébé, ses parents et les professionnels: comprendre pour aider;2;202;2;750;1;3;3
819;101;6621;Français;246;Le bébé, une aventure au quotidien 1, les deux premieres années;2;202;2;500;1;2;3
820;101;6621;Français;246;Le bébé, une aventure au quotidien ;2;202;2;1500;1;6;3
821;101;6621;Français;246;"Bouger futé";2;202;2;750;1;3;3
822;101;6621;Français;210;Estime de soi, confiance et affirmation de soi;2;202;2;500;1;2;3
823;101;6621;Français;210;De l'agressivité nécessaire pour grandir à la violence qui détruit;2;202;2;500;1;2;3
824;101;6621;Français;210;La place de l'humour dans la relation professionnelle;2;202;2;500;1;2;3
825;101;6621;Français;246;Sensibilisation à l'accueil des enfants en groupes multiages;2;202;2;500;1;2;3
826;101;6621;Français;246;Le bébé, une aventure au quotidien: observation des bébés;2;202;2;500;1;2;3
827;101;6621;Français;259;Jeux traditionnels au service des apprentissages;2;202;2;750;1;3;3
828;101;6621;Français;259;Quand il ne comprend pas, qu'est ce que je change ?;2;202;2;750;1;3;3
829;101;6621;Français;246;Initiation à la psychologie des jumeaux;2;202;2;250;1;1;3
830;101;6621;Français;246;Les techniques d'entretien dans la petite enfance;2;202;2;750;1;3;3
831;101;6621;Français;246;Les ateliers RIEN: espaces de créativité;2;202;2;750;1;3;3
832;101;6621;Français;246;Ateliers d'activités manuelles et créatrices;2;202;2;750;1;3;3
833;101;6621;Français;246;Le bébé, une aventure au quotidien 3;2;202;2;500;1;2;3
834;101;6621;Français;246;Cadre éducatif: entre règles de vies et sanctions;2;202;2;500;1;2;3
835;101;6621;Français;246;Collaboration entre éducatrices de l'enfance et assistants socio éducatifs: déléguer ou coopérer ?;2;202;2;500;1;2;3
836;101;6621;Français;246;Petite terre en partage: le role de la nature;2;202;2;765;1;3;3
837;101;6621;Français;246;Observer l'enfant: niveau I;2;202;2;500;1;2;3
838;101;6621;Français;246;Aider les enfants en difficulté: la musique en crèche;2;202;2;750;1;3;3
839;101;6621;Français;246;Le vrai héros, c'est qui? Soutien pédagogique pour enfant;2;202;2;500;1;2;3
840;101;6621;Français;236;L'art de déléguer et dévlopper l'autonomie de ses collaborateurs;2;202;2;500;1;2;3
841;101;6621;Français;246;Le bébé, un corps en jeu;2;202;2;750;1;3;3
842;101;6621;Français;246;B comme bébé, A comme adulte, L comme livre;2;202;2;750;1;3;3
843;101;6621;Français;201;La force de l'attitude dans la communication;2;202;2;750;1;3;3
844;101;6621;Français;236;Les épreuves du travail des cadres;2;202;2;500;1;2;3
845;101;6621;Français;246;Les histoires: si on les racontait autrement?;2;202;2;750;1;3;3
846;101;6621;Français;259;Stress et vie en collectivité: identifier les déclencheurs;2;202;2;750;1;3;3
847;101;6621;Français;246;Eduquer ensemble au quotidien;2;202;2;750;1;3;3
848;101;6621;Français;252;Bien vivre les relationsinterpersonnelles dans l'équipe;2;202;2;750;1;3;3
849;101;6621;Français;210;Eduquer au bien être et à la joie;2;202;2;500;1;2;3
850;101;6621;Français;210;Entre compétences et dépendances: penser l'autonomie dans IPE;2;202;2;750;1;3;3
851;101;6621;Français;210;La sécurité dans son for intérieur;2;202;2;750;1;3;3
852;101;6621;Français;246;Coucou c'est ma maison. Jeux et enjeux cabanes chez l'enfant;2;202;2;500;1;2;3
853;101;6621;Français;210;Gérer son stress professionnel et gagner en énergie positive;2;202;2;750;1;3;3
854;101;6621;Français;210;Développement psychomoteur et choix des objets à la crèche;2;202;2;750;1;3;3
855;101;6621;Français;246;L'album: tout un monde !;2;202;2;750;1;3;3
856;103;5591;Français;222;CAS Animation de sessions de formation;1;169;4;3500;1;0;6
857;103;5591;Français;222;Conception et animation de dispositifs de formation d'adultes;1;169;4;7600;1;10;4
858;103;5591;Français;222;Reconnaissance et validation des acquis d'expérience;1;169;4;5050;1;11;4
859;103;5591;Français;222;Formateur, Formatrice à la pratique professionnelle ES;1;169;4;2250;1;18;4
860;103;5591;Français;222;Bases de l'accompagnement dans la formation  des responsables de la formation professionnelle;1;169;4;4100;1;11;4
861;103;5591;Français;260;Accompagnement clinique en soins spécialisés;1;169;4;4100;1;10;4
862;103;5591;Français;222;Encadrement individuel;1;169;4;4100;1;10;4
863;103;5591;Français;259;Mesures de soutien pédagogique;1;169;4;4100;1;12;4
864;103;5591;Français;222;Soutien et accompagnement en formation professionnelle initiale;1;169;4;11850;1;0;6
865;103;5591;Français;222;Praticien formateur, Praticienne formatrice ES;1;169;4;1500;1;7;4
866;103;5591;Français;222;Spécialisation en formation professionnelle;1;180;4;1850;1;0;6
936;104;0;Français;202;Formation comptable;3;181;1;0;4;12;4
937;104;0;Français;202;Formation d'aide comptable;3;181;1;0;4;8;4
938;104;0;Français;202;Formation de comptabilité pour indépendant;3;181;1;0;4;8;4
939;104;0;Français;202;Formation de spécialiste en gestion et comptabilité;3;181;1;0;4;0;6
940;104;0;Français;202;Brevet fédéral de spécialiste en finance et comptabilité;3;165;1;0;4;36;4
941;104;0;Français;252;Assistant en gestion du personnel;2;170;1;0;4;0;6
942;104;0;Français;223;Certification intermédiaire d'assurance AFA;2;170;1;0;4;0;6
943;102;2196;Français;188;Jardiner cool, enfin ma rotation de cultures est optimale;2;202;3;130;1;2;3
944;102;2196;Français;188;Endives et poireaux;2;202;3;100;1;1;3
945;102;2196;Français;188;Variations autour du poulet;2;202;3;110;1;1;3
946;102;2196;Français;188;Rôtis, ragouts, émincés : de savoureux mijotés revisités;2;202;3;110;1;1;3
947;102;2196;Français;188;Œufs en chocolat garnis de pralinés;2;202;3;120;1;1;3
948;102;2196;Français;188;Le jardinage sur bottes de paille;2;202;3;90;1;1;3
949;102;2196;Français;188;Terre de printemps;2;202;3;110;1;1;3
950;102;2196;Français;206;Pâte levée : cuchaule et mouatrde de Bénichon;2;202;3;120;1;1;3
951;102;2196;Français;206;Caissettes d'été variées;2;202;3;90;1;1;3
952;102;2196;Français;206;Les carpaccios;2;202;3;110;1;1;3
953;102;2196;Français;206;Glaces, sorbets et parfaits;2;202;3;100;1;1;3
954;102;2196;Français;206;Buffet dinatoire au jardin;2;202;3;120;1;1;3
955;102;2196;Français;206;Confitures;2;202;3;120;1;1;3
956;102;2196;Français;264;Créer son propre logo;2;202;4;120;1;2;3
957;102;2196;Français;188;Les documents en cas d'urgence, accident ou décès;2;202;3;60;1;1;3
958;102;2196;Français;188;AgroTwin Cash;2;202;4;60;1;1;3
959;102;2196;Français;188;AgroTwin eBanking;2;202;4;60;1;1;3
960;102;2196;Français;223;Comment financer son projet;2;202;4;60;1;1;3
961;102;2196;Français;188;Exploitation sans succession;2;202;4;120;1;1;3
962;102;2196;Français;188;GELAN - recensement de printemps;2;202;4;60;1;1;3
963;102;2196;Français;188;Innover dans l'agrotourisme;2;202;4;120;1;1;3
964;102;2196;Français;188;Collaborer en gardant son indépendance;2;202;4;120;1;1;3
965;102;2196;Français;237;Le marketing: un processus de gestion stratégique de vos produits et services;2;202;4;120;1;1;3
966;102;2196;Français;188;Construction d'une enseigne de ferme ou escalier en bois;2;202;4;600;1;5;3
967;102;2196;Français;188;Journée bovine;2;202;4;60;1;1;3
968;102;2196;Français;188;Anesthésie pour écornage et castration des veaux;2;202;4;60;1;1;3
969;102;2196;Français;188;Journée porcine;2;202;4;100;1;1;3
970;102;2196;Français;188;Vaches allaitantes;2;202;4;120;1;1;3
971;102;2196;Français;188;Journée volailles d'engraissement;2;202;4;130;1;1;3
972;102;2196;Français;188;Les défis techniques de la production laitière;2;202;4;0;4;1;3
973;102;2196;Français;188;Création et entretien de lisières de forêts étagées;2;202;4;130;1;1;3
974;102;2196;Français;188;HODUFLU, apprendre à utiliser l'application;2;202;4;60;1;1;3
975;102;2196;Français;188;Taille des arbres fruitiers pour débutants;2;202;4;180;1;1.5;3
976;102;2196;Français;188;Taille des arbres fruitiers pour avancés;2;202;4;120;1;1;3
977;102;2196;Français;188;Journée des légumineuses à graine;2;202;4;120;1;1;3
978;102;2196;Français;188;Informations phytosanitaires;2;202;4;0;4;1;3
979;102;2196;Français;188;Actualités techniques dans la culture de la pomme de terre;2;202;4;60;1;1;3
980;102;2196;Français;188;Techniques culturales simplifiées et semis direct;2;202;4;60;1;1;3
981;102;2196;Français;188;Se reconvertir à l'agriculture biologique;2;202;4;120;1;2;3
982;107;5938;Français;196;Excel niveau avancé;2;202;3;535;1;3;4
983;107;5938;Français;196;Messagerie Outlook;2;202;3;185;1;8;3
984;107;5938;Français;196;Powerpoint;2;202;3;215;1;1;4
985;107;5938;Français;196;Word niveau avancé;2;202;3;535;1;3;4
986;107;5938;Français;232;Allemand A2 Start Deutch intensif;2;202;3;1790;1;45;4
989;107;5938;Français;232;Anglais A1 Elementary;2;202;3;560;1;10;4
991;107;5938;Français;232;Anglais A2 Key English Test;2;202;3;1755;1;10;4
992;107;5938;Français;232;Anglais B1 Preliminary English;2;202;3;1965;1;30;4
993;107;5938;Français;232;Anglais B2 First certificate;2;202;3;2145;1;30;4
994;107;5938;Français;232;Anglais commercial;2;202;3;1652;1;27;4
995;107;5938;Français;232;Espagnol moyen;2;202;3;620;1;3;4
996;107;5938;Français;232;Italien débutant;2;202;3;480;1;3;4
997;107;5938;Français;232;Russe débutant;2;202;3;0;4;3;4
998;107;5938;Français;263;Electricité pour mécaniciens M1;2;202;3;640;1;8;4
999;107;5938;Français;263;Electricité pour mécaniciens M2;2;202;3;640;1;8;4
1000;107;5938;Français;223;Séminaire "Evaluer mon entreprise";2;202;2;2350;1;3;3
1001;107;5938;Français;235;Brevet fédéral de logisticien en stockage;3;165;3;10839;1;94;4
1002;107;5938;Français;223;Brevet fédéral d'assistant de direction;3;165;3;10400;1;24;4
1003;107;5938;Français;236;Animer des sessions de formation pour adultes (FSEA 1);2;170;4;3450;1;4;4
1004;107;5938;Français;201;Correspondance externe;2;202;3;444;1;8;4
1005;107;5938;Français;201;Correspondance interne;2;202;3;444;1;8;4
1006;107;5938;Français;201;Procès verbaux;2;202;3;414;1;8;4
1008;107;5938;Français;210;Stress;2;202;3;50;1;1;3
1009;107;5938;Français;210;Equilibre vie privée, vie professionnelle;2;202;3;50;1;1;3
1010;107;5938;Français;210;Motivation;2;202;3;50;1;1;3
1011;107;5938;Français;236;Conduite, leadership;2;202;3;50;1;1;3
1012;107;5938;Français;252;Ergonomie des postes de travail administratifs;2;202;3;50;1;1;3
1013;107;5938;Français;259;Prévention des conflits;2;202;3;50;1;1;3
1014;108;5586;Français;187;Assistante, secrétaire, valorisez vos compétences;2;202;2;1130;1;2;3
1015;108;5586;Français;187;L'accueil téléphonique, vitrine de l'entreprise;2;202;2;630;1;1;3
1016;108;5586;Français;210;La communication non violente;2;202;2;1130;1;2;3
1017;108;5586;Français;201;Orthographe: objectif zéro faute;2;202;2;630;1;1;3
1018;108;5586;Français;201;Rédiger efficacement vos procès verbaux;2;202;2;630;1;1;3
1019;108;5586;Français;201;Rédiger vite et mieux;2;202;2;1130;1;2;3
1020;108;5586;Français;201;Techniques d'accueil et de communication;2;202;2;1130;1;2;3
1021;108;5586;Français;230;HTML CSS - Adapter un site au support mobile;2;202;2;950;1;15;3
1022;108;5586;Français;230;Javascript: Animer des objets d'une interface web;2;202;3;1090;1;6;3
1023;108;5586;Français;230;Javascript: jQuery;2;202;3;1090;1;6;3
1024;108;5586;Français;230;Webdesigner;2;202;3;7900;1;10;4
1025;108;5586;Français;191;AVS/AI/APG et prévoyance professionnelle;2;202;2;1130;1;2;3
1026;108;5586;Français;259;Sécurité sociale internationale;2;202;2;700;1;1;3
1027;108;5586;Français;211;Améliorer le recouvrement des créances;2;202;2;1130;1;2;3
1028;108;5586;Français;211;Le droit et les rapports de travail;2;202;2;1130;1;2;3
1029;108;5586;Français;211;Tout savoir sur la procédure de main levée d'opposition;2;202;2;300;1;1;3
1030;108;5586;Français;210;Gérer efficacement son temps et sa fonction;2;202;2;1130;1;2;3
1031;108;5586;Français;210;La gestion du stress;2;202;2;1130;1;2;3
1032;108;5586;Français;210;Mieux interagir grâce à la process communication;2;202;2;1130;1;2;3
1033;108;5586;Français;210;Négocier avec efficacité;2;202;2;1130;1;2;3
1034;108;5586;Français;210;Organiser ses idées avec le Mind mapping;2;202;2;690;1;1;3
1035;108;5586;Français;210;Parler en public;2;202;2;1130;1;2;3
1036;108;5586;Français;202;Comprendre la comptabilité sans la pratiquer;2;202;2;1130;1;2;3
1037;108;5586;Français;202;Comprendre les indicateurs comptables et  financiers de l'entreprise;2;202;2;1130;1;2;3
1038;108;5586;Français;202;Que faire des actes de défaut de bien?;2;202;2;300;1;1;3
1039;108;5586;Français;202;Système de contrôle interne;2;202;2;690;1;1;3
1040;108;5586;Français;230;Initiation au dessin assisté par ordinateur 2D AutoCad Windows;2;202;3;670;1;6;3
1042;108;5586;Français;230;Perfectionnement au dessin assisté par ordinateur 2D AutoCad ;2;202;3;670;1;6;3
1043;108;5586;Français;236;Comment devenir un chef efficace;2;202;2;1130;1;2;3
1044;108;5586;Français;236;Devenir pilote d'équipe;2;202;2;1200;1;2;3
1045;108;5586;Français;201;La communication non verbale;2;202;2;630;1;1;3
1046;108;5586;Français;236;Motiver et responsabiliser ses collaborateurs;2;202;2;1130;1;2;3
1047;108;5586;Français;236;Twitter pour votre PME, indispensable ou intéressant?;2;202;2;300;1;1;3
1048;108;5586;Français;252;En finir avec l'erreur de recrutement, méthode d'approche  et de sélection de personnel;2;202;2;1130;1;2;3
1053;108;5586;Français;187;L'administrateur face aux différents véhicules d'investissement;2;202;2;690;1;1;3
1054;108;5586;Français;236;L'entrepreneur et le droit de la concurrence;2;202;2;690;1;1;3
1055;108;5586;Français;236;Micro MBA en management entrepreneurial;1;197;4;17000;1;6;4
1057;108;5586;Français;236;Responsabilités et rôle de l'adminstrateur;2;202;2;2600;1;2;3
1061;108;5586;Français;237;Développer ses compétences de vente;2;202;2;1130;1;2;3
1062;108;5586;Français;237;Facebook: comment optimiser votre page entreprise;2;202;2;300;1;1;3
1063;108;5586;Français;237;Gérant du commerce de détail;2;202;2;2990;1;6;4
1065;108;5586;Français;237;Utiliser LinkedIn pour séduire des prospects;2;202;2;630;1;1;3
1066;108;5586;Français;223;Certification en Business Analyse du PMI;2;170;4;4800;1;1.5;4
1067;108;5586;Français;224;Certification en gestion de projet CAPM;2;170;4;4800;1;1.5;4
1068;108;5586;Français;224;Certification en gestion de projet PMP;2;170;4;4800;1;1;4
1069;108;5586;Français;224;Diplôme de chef de projet;3;181;3;7900;1;10;4
